Filename,Transcription
KA_Bijapur_01239238_1404180000_BHGGFM_363781.wav,SSTI CHICK MA GRUKILLISA HAR BORN AN AN OLD WOVEAGE ARLANG ASARTL ASATA FORNIT BRAOAN BU MAYHET THAT THETTER FOR MOSSA SAID UNCHENNA YOUN CHENA MAKE UP MON CONTE FONTE COL FORPOSEL PETER COLD DEARLYLY GEN PLACANI THE SECRES AVE SAID PETER FOOSELPI LO CANTACKADY WOOD
KA_Bijapur_51191523_1119390000_BHECHCOS_356592.wav,DI TA ANGEDE RRAMA UUA NANEN REMODER ATEY REE NE NO CARNO INTENE NA CAKDEE RERSUED TENAN DO BRENTENAVAME YO NEVERS ANOTA COLIS LATE AE AI LA TINTEDLY NANPRIN ALA CUDE CON A E ON TRI LATE FI ANSO TAGAN YOU KNO POT
BR_Araria_Juga65357_0440580000_UPVNGT_44000.wav,MAT TIS OLL  ETAGET ER O DEAR JAG OUTABE SO PUT IIT UPWARN TO GOUR IT WHY BOT TIS WON BATA WAT GAT SHA
BR_Begusara_Rake30068_1154320000_BHECHFE_144976.wav,BATA DURUGALKAV BE CERTAINTEA TA AT TO MAKE A FELOK JUST WAN INSADYDAY I MAER MARTASHOSOKI TE TMLIN ANPENY STILN A BAG THE HEADO  AA IN MY EAD
WB_North24P_16740510_1617290000_APVFIM_180006.wav,IT AKED A MUCH  BOKEN TICKENONHE HECHECKOF THE GLOWORO MUCH THO O CONTINLY A CURCER A MUCH BETPERY MUCH PEPETTYBICRIGL CUR THO TAL OR I BE THAN TE EARTE MUCH LICTUR THOKONTA MUCH CA
BR_Samastip_05949023_1026080000_CGKDOTHER_301475.wav,ALU E A LO FUTI SIFA DE HANDHE IN MY EYE TO DA SPONDER AGOH A LOCOME SOME LA TAN TE AN BISTIS WO BISTIS WOA LUHEN WIT YO  CA LUHEN AND CALL CAVIZI BOT BUHE A LIE A HE HAMAN AH HE WE A LOOKA SITECAV HE
UK_Uttarkashi_56458456_1644150000_UKUFOS_221823.wav,YOU BORE DE ECRET YOUS POR TE ACCAR TE MAK  BOR TE CHAGE TO GA MOTHE AN A PUE DISH TE TOCUTA JAGA MO HONER N DEL ME OUT IN DORDE KKERTE ACCARRD E MICHAL YA CACCERGER TSYCA IGNOLEGE
BR_Samastip_52907605_1051410000_CGBTGS_96820.wav,PANKAHAI PANKACALENAHEAD TOLCOHI BISKUTOHAI BODARHAI OR KARABAD HI SAMPULHAI
BR_Araria_Abhi93498_1831030000_BHARFN_352808.wav,E HAW ME LALA AWA HAD THA GO GT TOTE E  ET YO LAA O TOTET TE RI ET TO LA I THE AT OTY HAT E THA E MA GA O O A OTY  HA HAA BUT AT ME DEAD
KA_Bijapur_51191523_1103380000_APATLK_63760.wav,MADW DIRA MADI SURDE NEA DA TANDE AN PARA ANADI MADIAN DI FURENATITRA TARE TITRAMOLSLI AGI AM POPUDITION IN THE SORDIN MUE WAGOR AADIANON TARA A MISCOMCHAMAGI MUBL APANIT MAHERAB AG
BR_Sitamarhi_Prak96937_0814300000_IMG202257.wav,YIS IMAGINAME WHAT WOROUT WAT YOU SON THU A GRUSRESTO DECLARE TISCONEMEMBO THATE GOULD OF TO TIKITIJENDE CADERA YE O BOOKFIRI FU MAN AN OTE LAKERAKICI DERAKII A JOKIVE HER KI CON MER I KIJATI HE THE TOLA PERMECO SHUKI A GOT ME TE CRI JOKI I DECOLAR CASAR PED O WONHIN
UP_Muzzaffa_Ujja93434_1701560000_UPMNWAS_343990.wav,PAI TOPASA GANWERE OR HIS GAME ECILADIS SARPAR GOBARATI BEZARA OR HIS GAME I SULAR PENELVI LA GAWAR TAGIS GAMEN LIGT CAMAMIKI CARAN IX SONAL PENER LARAVIA JOKI SUDREKI CIRONOCO ACORSIT CARPARA OREA BENTRICO CHARGED CARPAE
UP_Gorakhpur_Sach83944_0753020000_UPGPFR_736.wav,TE SMAR CIPU TESIRARAGI OCABI MWIADEN I MACTANODAN BARAN IS BISC BUT I DON'T ENTERTET WHAT DO PIER GIRONTI OTLE CON LO CARPIEN TOIA
MH_Pune_Bhav66937_0932310000_MRPWOHS_18448.wav,O YE HARTY CANNY EH MOR COMON DID BE SET A HEY AN DIGA BA  SADELOKI BEHIT DEMMON DIIS NARON GE ANNY GOLA WICCALARS A N DIDAGA ASIBA LACU SARAY ANSARDAY A HIT
BR_Samastip_20885138_0902250000_WBMLMA_8835.wav,YECAPRAGA DUGAN OR YAPE FUTER TANGA WHER TU SWITA BULUP BULUPOLALCAR OR BON PILA OR THE PLECALAGAVIR OR THE CAPLAGA DUVANLAA DAMPE BOSADE TANDIGAC OP THERE AOLA GOLA GANBO JAGACA
JH_Sahebganj_52455201_0754490000_TGKNAP_80045.wav,BUT LAMBA TE IAD A BUT A A CASSLUT TON A MORTE MARDEMITE A DE MAN PORLY GITA BETE
UK_Uttarkashi_19853097_1352470000_UKUMT_95295.wav,BE BI BI TEGOD GRU BODELN WIL A BETINGE I E LIN EL I BIG BE LITTLE BOY EE LA A E GATTE MA LEELE LAN TE LORD OF BE  DO RARND THE WOUNDEELEN
KA_Mysore_86648015_1354130000_KTMFIM_308252.wav,ME NO  MASULNALYOU IN AN THEM IA A BAT A MAM SA AH DE LA SAKA THE MEAN PREGGY ON THE MEAN PRIA RUNOIS THAT I I MEAN AN THE BALAY STA THIN NAKIT WO DE SACK A KITO ODO BARLA STILL TA SA
AP_Anantpur_Sidd79762_0710120000_TGKMR_8303.wav,I WAS GOING TO  GERAAN GIRARA DO DE GODO TE DARAVAMA ARARAMANA O COBET CARALE LDE BA DE DE CARAVA DE MAN DE RN DO TO COBE DA BARA DE DARAN ALE DEL
KA_Mysore_92665542_1541240000_IMG_20220911_115551.wav,E BAN WATA FISHONIN IN PEEININTIN THE DAY BERDELGELGER A PE TEEON OM WOT THE ALINANT IN TE ESATE COPRATO MANATIN TO SCOLIENTA HE LANDED SOMETIMES SAING MEEIN THAN TH RECITE NALE MAN EFFORT IS COO E WILL GEIN INPRUVE IN ANT IN THE RAPARTMENT AT  OF POGAEAIN A MORE E BUT OL WID I'S YO BAKMENT BETTER
UP_Deoria_Gudu36942_1156360000_UPVNTA_191425.wav,GAT HE COT A BEAT YOU CAL  O PE CA BACHAN MEN HYE SAT YOU NO E GENTLY A AIVE BADAPA MASIANA LAT GAN A NO CALACOANOTHER IN EA IN'T A LACKI NON ANTE
WB_Purulia_Anki70697_1447150000_WBPLOF_1928.wav,IT WILL BETY SAY EPE RUMDICTABO TA TE THATA BY THE ECTY NEEDLE ONG TE BORD LAGANMATI THAT BE THORY EVE DON COMBUTADE KITO KAT GOCHE TOMO HE LOVE WA SE ATI BY THE PU LIKE DICTABO THA TE
BR_Araria_Gang27836_0532160000_APATFI_81139.wav,YE A E CAB SITIN CHARLO MILCAR MASLICO MARCI MICALLIER OR DODA BEMERA CEGAER MASLIBOHOTI UN DA LA GRAER I CATORIBIE DIS NAMASLIRA CISAANGI OR TARASAME IN A TO LAGAEGA ER BOUT A TANASARA
KA_Bijapur_75549174_0658320000_JKJEV_370360.wav,YOU TE POSITION OF THE DROM AD RED THE CORISION MAD TAN MIDER AVRY YEARLING ALOU WHO CAN BUT IN TENDELYSARY THEIM ADRE THE CORICIONON IN CAN PUT A CELEBRATION UNTER NAM VETTERY WELL TEED
RJ_Nagaur_Bhup92939_1553490000_RJNGGT_10845.wav,O IGLAN FURANATIT CLEA OANO MODERN DETA AN IDEA TOCAGANDA BOG HI OT WU ACETIVAN IDEA ATIKE SO SOTM BECANITE IC BIK BICORIA TENDER FOR SAD ME FOGRI BENIKNIOR IF ALL THE BICAEIN POCOCANE OR A THE SANWE LAVWER O RATHE SANILOVWERWI CAMBOS OBTI DAYS AO
KA_Mysore_35087300_0951320000_APCTDAF_173714.wav,I SCHOOL DAYS SILLY CA TES DAY SAAA DANCE MY LACE AN TA MNAN OA BAMIN BAGATE  AL NAMY RO CAL SCORNANTO SONG BY TE ROL DANC I IVIL THE BON PRACTISE MY BAG TO BE A VIT WONLY MAN O DEIN O MA N GALIAN DO NOR CA D PANOMONE AND WONT TE C MOR BYAE PER I PAY MALY BUT SCHOOLING MAN OLL DAN TILL I MIGHT TA MIGT I WANTE YOU EXTASE FR YER LILA YOU WAN BE GOOD AT AMA MY BOO THE LAST I
KA_Mysore_13263538_1530190000_KTMCLT_3786.wav,MAY SURELETO MADER DED THO DAADATHE DAGARIARA TO MAMA NO HOW OW I GET IT TO MARLEACALADIN THE LURAD RAMANETANAD INTELUSH IDO DAGARIARA TE A WOM YOU KNOW I IN SO ON CARACTAGUA TIGS ANAGAARTI MINSNATA MAGARIARADLY SITO MATA COLTARI
BR_Samastip_21803021_0710520000_APVEV_115994.wav,THE HABAR WHOS FOR GAR AM CA LALEHAN U POSTARI POSTARAMI WO POINSAN GETCHITHROAN AI HAIVA YARD HOLAGABADARA LEAN WHU HAT EVE LEVED HIS LIFE Y U THAT IVUR LED HIS IE PU SITIVA LAGAILI SADABATE VIKAILIE WHOPARA MAYBE POSTARME DUA MINADARARA LEAN
BR_Gopalgan_Anmo38068_0750400000_UPHCO_373067.wav,YOU HAVBERCON TRIXON CACAM TALDAR MCCANBANBAR THIS MISSARY WHICH HE WE ORE A BOSARLO CAM CARR OR THE AGALBUGGALME MAC COME HERE SARABOS MISS MORBONAWAR MIS CARANE  HE CAHARAHER
WB_North24P_09407260_1508510000_SPC_252083.wav,IT CAN ME SYSY SOPPING SINTER IN VE CANAA CAICHER SAM NIGOTWLY GARGE O A YE BORROO SHAM OATWLY GUADY TO BO AE RAS THA THAT IS GOD DEBEY GOOD CORARG
BR_Saran_Sonu24658_0457580000_BHSNTHP_272562.wav,BUT THIS WA NOTER MA NON ABOT YET ABOT SARADE MI BUT THE ACAEBOT ADMI VERA BO TOUTMEN A VOT ME BOTH ON CHAPERO BE ARCOS BUT THA TAPITACA GOTABE ABIT THIS WULD NOT ABOT SARA DE EVER
KA_Bellary_Ashw49259_1649170000_KTBEDM_340835.wav,TO KI METEVOVE POP ALL FOR MON DO  OL PALEAN PLO AT I OK I TAP O PEAS A  A LITTLE ANNEOTHER BO POAN PAT AN TIN YE MONYAN TO ME ITTE TEBOE MATAE MARLA USE TOTER AIN TO WO FOKIN A DI GETTHERING OUT A LA COAN CIIT
RJ_Churu_69057133_1506250000_RJCHOTHER_329961.wav,THENEN NON DIKADID AS A NAGE DRAN E ETANA ROSA FAR BIVTAAN PREPARED TO BE COVE DE CADEDEAN OPABI DE CAREA LO GURIHAN OCUS KARIN A ON A WEES GAD I AM HE FO TEDIBI DECADEREEOPED PARE WAT THE BEEBLE TO BLIV BECDIREEN
MH_Chandrap_51925405_1154250000_UPVNLK_136180.wav,MAWAR TES RIETTI PRATI BINBOR PANAMADID IS ADISATIT AN YO OFFICIOUS OM THE RASOVA THARENA THAT WE WOULD HAVE GOT A SIVA TAVN IT VAN A LELIAHIL ANI PANAMA DI COP SOONTER ASA PRATI BINBOR DISOTERD HIM
WB_North24P_68927277_1444280000_BHJHAC_137521.wav,E TECABODY O BODY SHUM NEK DUMP ON BA CILA ARCHAR BATE BETUNA SHO WIT GAD A CHAM AND BODY SHUM NECKED A BOTTLE GASS TEGAE CHAIR BA SHAKA PUSHDA CHE PUSHDAE TAR
WB_Jalpaigu_Diya27475_1126000000_WBJGCG_201638.wav,NITE ARE COOL I THE WAS USE WIT BERSCULTY TOTIADS HI AN SCOOLTED WILLINDE GREEN EVON ORENGE COLOR Y BORO MAR TOBASHEDI TAZIMANS IN A CROTO LEGAZY GRILTY BLACK COLODE AMONG BURI SCU NAMLY
MH_Chandrap_61032187_1406070000_MRCOTHER_324351.wav,HA EH BEGICHA HEH JOE LAHAN MULAN SARTI CERINA CORITA ITO JULE LAU LE LE AHEH TASBOROBUR GASARPERTI LAV LE LE AHE ANIITAS HARD UPAN LAVE LE LE AHIT
MH_Chandrap_63624935_0541180000_MRCOTHER_308752.wav,NO E  STIBE STANNAR AE AND GERMA DILO ANTIGER DI DSEDER HE AND HIS HEDLAR BARKINWOOD HE STRET WILL BE DISEDEH AND IF HE DERPE WI GIDE DISEREEAD
KA_Mysore_Sinc56858_1053360000_UPVNEX_152315.wav,I TENT COFF ANNOTANOG MY SUTELYAS AT'S A HURRA EXHIBITION OR MEANLY SCOUTS AN GRATS GROUNDS A LE SITUATED AGGE DAY TE EXHIBITION COMES HEE LIKE YOR APECK SO CAINDA MIGDY RON THE HANDMAD THING SCALLGET O MONEY VALUETE SOAS A HUR EXHIBITION COGY NODY ENJOIN MY DEEP AN NEETS ORPOPOPS
KA_Bijapur_01239238_1050130000_KTDKATES_219783.wav,BUT THN DE DAYLY BUT TEH NIM ODON A STARGLODAN RE I LEAN DE SOAN TO GOIN BIGGL AN A BR TE A GOINE BACHAK O ON TO BATTE YECHEN I CANAS ANOTHER NOTY AN IM WE BETTE CHEN I CAN NA WE DIT OVA WIKO OONDO I SAY NOTE SOOS OWUS GOT UP GON BAN AN BUTA AN THE GOOD TILLA BUT I TA CA YO ONT O BA TE YES CHEN I CAN SIIN OU OR DHELY TYTOWOWEKON OOVINA I SAE ROU TI THE OTHER IN AN O BAR TEN A TOWO YO
BR_Araria_Ujjw63169_1340250000_BHAROTHER_353417.wav,YE WI NOW YOUQLY FO ON GTI TO CONVENSE E SA OR  SLEW ANOPENY NOT A DOR A OL WO GOOD SLE OA AT WU DO ME OALL O BI KIT KEE BE HAR ALL YE DO ON TE LIKE WE LOOK BATTY LIK  PETIOTER HEA DO TE SHOT  DICATAL
BR_Saharsa_60298837_1525320000_KTDKAMT_33317.wav,OF COURSE I KEL LIL YOU O DOR CARTMOR YOU'LL CARTON PO NO MA A CICULA POTON WITH WHAT I CALL YOU GE HUN ON CAG IDEA A TENER ON KER HELLIMET HERE O DOR CART MAKE THEM BLIKE ACA LIKE YE MA CICULE LIK EVEN O GILL
KA_Bijapur_60337613_1319300000_UPVNBU_191391.wav,TOGI DE  TERA TORISPOSTURISTE NOOWORKOTING O MADLER TO AN THE PLAN MAR PONDE OVER E AN IN THE BOOKO MADEO ALAN LANGMO BOOK MARTER OYE A DE NA BRELE ADA BOVUDRINDE ON THE SOLOIGO SITITE LAPLES NATOMOVE TORISTAL
